id,labels,nombre,apellido,telefono,dpi,fecha_nacimiento,id_cliente,nit,membresia,num_membresia,fecha_inicio,puesto,id_empleado,salario,planilla
446,Persona|Personal,Jacob,Rodriguez,+1-307-513-2826x2016,4658012252509,1992-01-14,,,,,2014-09-13,Gerente,182,4995.49,False
447,Persona,Rose,Allen,586-724-2574x0309,1475731642285,1992-01-13,,,,,,,,,
448,Persona|Cliente,Troy,Moore,8783982836,9297519642571,1986-06-21,264,5820941,False,,,,,,
449,Persona|Cliente,Robert,Hartman,001-617-775-2261,6345455127538,1992-12-11,265,8575018,False,,,,,,
450,Persona,Paula,Barrett,001-550-851-1455x792,1839611777197,1997-07-20,,,,,,,,,
451,Persona|Cliente|Personal,Carl,Marks,+1-806-701-6739x341,9847203199415,1976-04-15,266,3172380,False,,2016-07-30,Gerente,183,14318.16,False
452,Persona|Cliente|Personal,Jeffery,Gilmore,989.681.7362,3116091458674,1985-06-13,267,3164811,False,,2019-04-29,Gerente,184,8912.11,True
453,Persona|Cliente|Personal,Tracey,Harrison,6709476979,3811863855051,1989-07-26,268,6879601,True,505643,2012-12-18,Repartidor,185,13686.71,False
454,Persona|Personal,Julie,Howard,2016980346,9945215595499,1977-12-15,,,,,2024-05-25,Gerente,186,3117.99,False
455,Persona|Cliente,Ashley,Owen,(747)675-7686,6150440783634,1995-11-04,269,9569789,True,624037,,,,,
456,Persona|Cliente|Personal,Jonathan,Norton,+1-795-519-1233x718,3558457661144,1973-03-17,270,7885438,True,224646,2021-05-28,Cajero,187,10285.6,False
457,Persona|Cliente,Yvette,Lopez,001-430-717-8211x5547,3770246611225,1997-07-19,271,7310558,True,775984,,,,,
458,Persona|Personal,Luis,Mccarthy,967.433.7155x29754,8227966854306,1965-03-23,,,,,2013-01-01,Vendedor,188,10328.44,False
459,Persona,Robert,Bullock,(467)348-8107x1066,1200061692379,1960-06-23,,,,,,,,,
460,Persona|Cliente,Marvin,Martin,247.554.6462x488,3919822606891,1994-04-10,272,1608501,False,,,,,,
461,Persona|Cliente,Patricia,Martin,(398)378-9649x980,8053295569356,1961-10-23,273,8269528,True,665318,,,,,
462,Persona,Andrea,Walker,258-337-8743x414,8668288378559,1971-11-22,,,,,,,,,
463,Persona|Cliente|Personal,Pamela,White,9022817279,1476996440056,1990-11-27,274,7293991,False,,2020-10-15,Gerente,189,12863.09,False
464,Persona|Personal,Patty,Shelton,549-635-8597x703,3389327712142,1966-03-19,,,,,2016-09-03,Cajero,190,11757.88,False
465,Persona|Cliente|Personal,Amy,Williamson,652-667-1458,2027659185486,2003-03-28,275,2357310,True,254610,2022-08-24,Gerente,191,13929.91,False
466,Persona|Cliente|Personal,Christine,Crawford,313-312-1852x6640,3171781462035,1971-10-01,276,2692251,True,358970,2022-07-26,Vendedor,192,9998.87,True
467,Persona|Cliente,Andrew,Sosa,001-793-800-3149x602,8479344195552,1979-08-13,277,8688406,False,,,,,,
468,Persona,Deanna,Wilson,(947)712-5046,5466577094854,1980-12-09,,,,,,,,,
469,Persona|Cliente|Personal,Vanessa,Ballard,744-669-8514x92280,4377431178339,1992-05-31,278,9810288,False,,2010-10-15,Cajero,193,13832.76,True
470,Persona|Cliente,Kenneth,Merritt,+1-870-460-0952,7481273266899,1991-12-03,279,2192751,True,883415,,,,,
471,Persona|Cliente,Jared,Owens,+1-858-672-5572x332,2146257403671,1991-04-19,280,4406019,False,,,,,,
472,Persona|Cliente|Personal,Mary,Shields,+1-440-453-7349x9463,3349059241251,1995-06-15,281,3981295,False,,2019-06-01,Supervisor,194,7166.2,False
473,Persona|Cliente|Personal,Tammy,Kelly,+1-987-479-2110x371,4261539320802,1995-03-07,282,2965905,True,684675,2022-07-15,Repartidor,195,5390.13,False
474,Persona|Cliente,David,Mcdonald,571-419-2957x520,2793789394725,1983-06-21,283,8696435,False,,,,,,
475,Persona|Cliente,Jessica,Anderson,684.543.0028,7126790723890,1991-02-16,284,5944032,True,963707,,,,,
476,Persona|Personal,Vanessa,Webster,+1-690-801-2237,1033788273127,1983-02-23,,,,,2010-12-15,Vendedor,196,4249.86,True
477,Persona,Helen,Bell,976.514.3879,1407087478283,1977-05-19,,,,,,,,,
478,Persona|Cliente|Personal,Meredith,Brennan,(944)960-2403,4987834099341,1961-08-12,285,5637828,True,174480,2010-11-22,Supervisor,197,13569.67,False
479,Persona,Ashley,Hayes,638.987.6063x89148,7753973094219,1987-12-18,,,,,,,,,
480,Persona|Cliente|Personal,Lorraine,Kelly,(952)926-1208x930,5877969145366,1969-10-21,286,3710000,False,,2010-01-10,Repartidor,198,8763.3,True
481,Persona,Melissa,Hayes,+1-481-964-5117x0428,1281788143603,1985-01-12,,,,,,,,,
482,Persona,William,Mills,001-806-280-5376x81623,7913616803596,2003-04-30,,,,,,,,,
483,Persona|Personal,Laurie,Hernandez,360-465-4631,2836850021254,1982-01-04,,,,,2011-04-26,Supervisor,199,12863.01,False
484,Persona,Cassie,Camacho,390-297-1120,9149805304770,1982-06-14,,,,,,,,,
485,Persona,Nicholas,Fleming,001-399-715-1036,4964335742733,1994-11-05,,,,,,,,,
486,Persona|Cliente,Leslie,Smith,001-954-968-3100x24689,6767176116702,1997-02-09,287,1098268,True,724060,,,,,
487,Persona,Robin,Meza,618.440.8943x1445,8842206139976,2000-01-01,,,,,,,,,
488,Persona,Anthony,Brown,497.612.3922x4345,9345071115097,2001-04-06,,,,,,,,,
489,Persona|Cliente,Mary,Martin,(233)908-1664x87021,1665988620236,1978-09-04,288,7251965,True,590501,,,,,
490,Persona|Cliente|Personal,Jordan,Wilson,001-266-507-4551x8662,7950942986784,1997-12-06,289,3087746,True,911113,2024-10-06,Repartidor,200,7050.46,True
491,Persona|Personal,Joel,Anderson,+1-801-605-3080,3763010816437,1992-08-04,,,,,2012-09-14,Repartidor,201,6532.72,True
492,Persona|Personal,Bernard,Rasmussen,+1-476-867-5072x96326,1126542355734,1976-03-21,,,,,2021-03-31,Gerente,202,9549.14,True
493,Persona,Angela,Bennett,387-383-5807,1134817297277,1984-03-06,,,,,,,,,
494,Persona|Cliente|Personal,Joseph,Mcdonald,414.438.0658,5149233918983,1963-02-02,290,2184761,False,,2012-04-25,Cajero,203,6791.66,True
495,Persona|Personal,Raymond,Perkins,(906)684-0419,3538971619616,1999-10-16,,,,,2022-08-28,Cajero,204,5133.58,False
496,Persona,Thomas,Graham,+1-776-307-9966x7613,5254102544045,2004-10-19,,,,,,,,,
497,Persona|Cliente|Personal,Stacey,Gilbert,(516)998-8371,8142474876422,2002-03-20,291,8746904,True,192307,2018-12-11,Gerente,205,8282.89,True
498,Persona,Leslie,Roberts,001-639-987-2539x260,9415118795061,1961-04-24,,,,,,,,,
499,Persona|Personal,Adam,Castaneda,(761)407-9284,1767453694058,1988-09-25,,,,,2022-02-05,Vendedor,206,4634.32,True
500,Persona|Personal,Wayne,Brown,001-413-553-6381x360,2297435242452,1978-04-08,,,,,2012-10-18,Repartidor,207,3670.47,False
501,Persona|Personal,Kelly,Hall,626.726.2951x1329,3625097406382,1973-11-04,,,,,2012-10-31,Gerente,208,12097.76,False
502,Persona,Deborah,Owen,001-456-640-9919,7322835206657,1987-09-23,,,,,,,,,
503,Persona|Personal,John,Miller,001-521-798-2965x6881,6171829283985,1983-10-01,,,,,2010-05-16,Repartidor,209,14413.14,True
504,Persona,Melissa,Trevino,344-270-3414x398,7498389765202,1963-04-08,,,,,,,,,
505,Persona|Cliente|Personal,Erin,Vega,722-835-7194x2912,6079730341748,1961-09-05,292,4897333,False,,2021-08-10,Cajero,210,5420.96,False
506,Persona|Cliente,Mary,Cruz,469.725.2515x41913,5117448141175,2000-06-23,293,3560502,True,741956,,,,,
507,Persona|Cliente|Personal,Steven,Scott,953.732.3384,4423361273962,1985-11-11,294,1829159,True,341314,2015-03-19,Gerente,211,8075.43,True
508,Persona,Emma,Mullins,633-896-5487x7432,3015163217509,1971-08-11,,,,,,,,,
509,Persona|Cliente|Personal,Kara,Strickland,370.495.1178x8678,2304339045465,1993-12-31,295,7362255,True,422257,2012-12-25,Repartidor,212,9190.68,True
510,Persona,Phillip,Lawrence,(931)410-1814,5257331023017,1985-08-20,,,,,,,,,
511,Persona|Cliente|Personal,Mary,Mccarty,(988)377-9299x880,4894321926433,1992-01-19,296,1936088,True,257378,2022-08-04,Gerente,213,9601.12,False
512,Persona|Personal,Leonard,Camacho,425.957.1369x64049,6759353690277,1999-11-15,,,,,2010-10-23,Gerente,214,7423.47,False
513,Persona|Cliente|Personal,Anthony,Garrison,326.594.7649,6315006691143,1967-08-09,297,6164326,True,139446,2019-08-30,Vendedor,215,10203.37,False
514,Persona,Daniel,Lee,001-472-848-8121x2824,7654617807641,1964-12-07,,,,,,,,,
515,Persona|Cliente|Personal,Alexander,Hunter,001-842-674-4215x8479,2452851143177,1974-01-20,298,5173352,True,642027,2023-07-13,Vendedor,216,6468.96,False
516,Persona|Cliente,Lynn,Fernandez,(440)814-2852x68001,3729816922557,1971-06-02,299,1204765,False,,,,,,
517,Persona|Cliente|Personal,Melissa,Stone,946.672.0300,5042289954582,1992-06-17,300,7617601,False,,2014-05-09,Supervisor,217,3766.91,False
518,Persona,Laura,Brennan,402-438-9083,8716979725953,1996-05-02,,,,,,,,,
519,Persona|Cliente,Denise,Frost,(204)590-6741,2249370238607,2001-07-29,301,5250724,False,,,,,,
520,Persona|Cliente,Jerry,Warren,(235)388-8982x281,2794102034551,1982-06-04,302,4243966,False,,,,,,
521,Persona|Personal,Maria,Blackburn,(818)925-9291x99663,8618871502407,1960-05-14,,,,,2021-02-19,Cajero,218,5278.37,False
522,Persona|Personal,Daniel,Tyler,(349)305-3964,9890541954618,1962-12-22,,,,,2011-03-24,Supervisor,219,4453.57,True
523,Persona|Cliente|Personal,Cynthia,Franco,939-538-5951,7626964282243,1975-01-02,303,6092158,True,296966,2024-10-26,Cajero,220,5879.54,True
524,Persona|Cliente,Craig,Sharp,892-501-1505,4423259800542,2000-10-05,304,3247581,True,535924,,,,,
525,Persona|Cliente,Makayla,Ramos,001-919-295-0566,9314596201593,1989-09-05,305,8921135,True,699474,,,,,
526,Persona,Paula,Ward,+1-258-487-9450x374,1155523495393,1962-12-26,,,,,,,,,
527,Persona|Cliente|Personal,Jennifer,Rodriguez,(308)214-7208x756,4443719232204,2003-01-22,306,9079829,True,992521,2024-08-29,Vendedor,221,11339.33,True
528,Persona|Cliente,Angelica,Holmes,+1-579-608-8096,4302882827781,1985-01-04,307,8670714,True,703242,,,,,
529,Persona|Cliente,William,Mcdonald,5438044177,4941281031753,2004-12-23,308,7921042,False,,,,,,
530,Persona,Kevin,Fry,326.567.6271,6963989247468,1984-08-16,,,,,,,,,
531,Persona|Cliente,John,Tapia,781.555.6316,4954004133193,1974-09-01,309,6991250,False,,,,,,
532,Persona|Cliente|Personal,Harold,Russo,779.370.4949x35174,1114447994885,1968-03-11,310,1874472,False,,2013-08-01,Supervisor,222,9086.32,True
533,Persona|Personal,Rebecca,Turner,510-925-3649,1665608889422,1997-03-29,,,,,2012-02-17,Vendedor,223,11412.82,True
534,Persona,Jason,Newman,(797)563-0844x0358,2119201840853,1960-11-25,,,,,,,,,
535,Persona|Cliente,Stephen,Wilson,(773)680-0959x8920,4955625437080,1989-08-06,311,8324779,False,,,,,,
536,Persona|Cliente,Paul,Thompson,001-498-502-0964,8729287484653,1968-03-09,312,9138103,False,,,,,,
537,Persona,Michael,Black,963.600.3135x95604,2851148950975,1971-04-22,,,,,,,,,
538,Persona|Personal,Taylor,Parrish,210.799.0547,6282834660886,1973-03-11,,,,,2019-01-13,Repartidor,224,8641.2,True
539,Persona|Cliente,Jill,Daniels,219-717-6101x850,8261272732183,1998-05-20,313,4083520,False,,,,,,
540,Persona|Cliente|Personal,Louis,Edwards,815.393.9521,9495720199840,1996-08-03,314,4136776,True,144709,2022-01-16,Repartidor,225,6273.87,True
541,Persona|Cliente,Brenda,Jimenez,311-809-1316x7969,9118544762351,1971-09-12,315,2414077,False,,,,,,
542,Persona,Paula,Cox,298.244.5556x652,2092647084125,1980-11-21,,,,,,,,,
543,Persona,Kimberly,Hall,+1-810-221-6081x5344,4692876407003,1987-08-04,,,,,,,,,
544,Persona,John,Fields,2803180783,9397198948796,1975-09-14,,,,,,,,,
545,Persona,Peter,Lopez,8225328660,8625329432262,1967-02-14,,,,,,,,,
546,Persona|Personal,Thomas,Hale,534-907-7782x09289,5226461120805,1966-01-27,,,,,2014-06-05,Repartidor,226,11394.96,False
547,Persona|Cliente|Personal,Andrew,Cortez,8098561513,8018290828466,1974-01-08,316,2822500,False,,2017-12-23,Cajero,227,10466.36,False
548,Persona|Cliente,Yolanda,Long,001-596-279-2390x4946,9214346113957,1971-10-20,317,5392872,True,608514,,,,,
549,Persona|Cliente,Shari,Young,+1-883-564-0576x209,1310010449606,1960-04-19,318,4001556,False,,,,,,
550,Persona|Personal,Chelsea,Waller,339-427-7833x81575,1474076032669,1988-05-04,,,,,2019-03-17,Vendedor,228,3506.67,False
551,Persona|Personal,Brittany,Jones,577.283.3877x52354,7327425109599,1996-09-25,,,,,2020-09-14,Gerente,229,9663.43,True
552,Persona,Anthony,Garcia,(657)271-4403x3889,1100895412483,1977-08-08,,,,,,,,,
553,Persona|Personal,Jason,Morales,001-372-780-0582x69337,6299894247541,1987-01-02,,,,,2024-03-11,Vendedor,230,7529.3,True
554,Persona|Personal,Caleb,Allen,(252)581-0623,6756217964313,1995-08-23,,,,,2019-08-10,Gerente,231,12795.95,True
555,Persona|Cliente,Jennifer,Stevens,320-240-7951x11315,6975787211432,1969-09-29,319,7914184,False,,,,,,
556,Persona|Cliente|Personal,Michael,Barnes,463.611.5690,6179974507228,1987-09-10,320,2905460,True,410426,2010-12-18,Gerente,232,7875.55,False
557,Persona,Bryan,Harper,001-684-494-7993x33503,9542882557688,1993-08-20,,,,,,,,,
558,Persona,Christopher,Olson,250.513.0871x7376,2242649039509,1972-07-31,,,,,,,,,
559,Persona,Kristen,Mitchell,001-892-935-2062x0035,1228095621019,1996-03-20,,,,,,,,,
560,Persona,Patty,Brown,(787)416-0410,3107993705815,1988-08-14,,,,,,,,,
561,Persona|Cliente|Personal,Tara,Patterson,509.439.3744,6337985372253,1981-08-02,321,4325848,True,916072,2012-10-17,Gerente,233,4591.73,True
562,Persona|Cliente,Elizabeth,Kim,+1-713-349-4583,5761288309748,1965-06-11,322,1320636,False,,,,,,
563,Persona,Lauren,Wheeler,903-581-1977x4121,2261445138425,1976-09-16,,,,,,,,,
564,Persona|Cliente,Robert,Rodriguez,955-902-8654x283,8333288490023,1977-01-15,323,7437689,True,129044,,,,,
565,Persona|Cliente,Johnathan,Rogers,241.798.5894,8532562585033,1982-03-24,324,5317013,False,,,,,,
566,Persona|Personal,Chad,Brown,878.674.2365x998,5175003063430,1990-03-24,,,,,2020-11-23,Repartidor,234,6671.69,True
567,Persona|Cliente|Personal,Elizabeth,Ryan,526-733-5829x6027,4199110653214,1985-07-01,325,6909429,True,338099,2015-06-18,Supervisor,235,7768.0,True
568,Persona,Christine,Cross,(502)897-9935,6907118227058,1969-04-30,,,,,,,,,
569,Persona,Geoffrey,King,9714154810,5740007370795,2000-05-07,,,,,,,,,
570,Persona|Cliente|Personal,Mark,Thomas,(242)501-2525x7198,6989388381561,1990-08-16,326,9526395,False,,2023-05-02,Gerente,236,7833.43,False
571,Persona|Cliente,Kristen,Smith,2135972360,9100940203960,2004-05-26,327,8383862,True,829205,,,,,
572,Persona|Cliente,Jesus,Fields,(695)352-2226,4051292911072,2005-02-07,328,5918272,True,886059,,,,,
573,Persona|Cliente,Jennifer,Cooper,2088773468,7755966267430,1991-01-24,329,7689259,True,719424,,,,,
574,Persona|Cliente,Steven,Richards,001-574-790-8889,2937840394995,1998-01-11,330,4663998,True,183239,,,,,
575,Persona|Personal,Mary,Munoz,+1-582-236-8499x046,7681159033272,1989-09-07,,,,,2011-05-12,Repartidor,237,9810.7,True
576,Persona|Cliente,Alison,Welch,+1-964-602-4070x0268,7204839305286,1980-08-19,331,8057320,False,,,,,,
577,Persona|Cliente|Personal,Taylor,Hurley,230-908-1308x943,2094148270267,1994-11-03,332,1342598,True,476572,2017-01-01,Gerente,238,5103.58,True
578,Persona|Cliente,Kevin,Young,5158503240,9854419747120,1960-10-07,333,7791021,True,985866,,,,,
579,Persona|Cliente|Personal,Andrea,Parks,001-697-631-2098,4996531524858,1976-10-02,334,6712312,True,588085,2011-09-11,Supervisor,239,10914.97,True
580,Persona,Victor,Davis,001-905-931-3310,5562245713211,1962-10-16,,,,,,,,,
581,Persona|Cliente|Personal,Kayla,Collier,001-764-714-4081x39536,1795960627096,1970-12-29,335,4830333,True,549080,2019-02-10,Supervisor,240,5455.64,True
582,Persona,Melanie,Anderson,(626)423-2309x344,7552872387319,1977-01-15,,,,,,,,,
583,Persona,Dennis,Goodman,(603)483-4678x24081,3947248023261,1970-07-10,,,,,,,,,
584,Persona|Cliente|Personal,Julie,Johnson,615.984.2403,4425626703042,1984-11-15,336,7744872,True,465769,2020-10-29,Supervisor,241,6955.65,False
585,Persona,Carol,Calderon,304-587-0150x324,2993634033479,1993-01-16,,,,,,,,,
586,Persona,Paul,Martinez,405-955-9505x74992,8138693612595,1969-07-24,,,,,,,,,
587,Persona|Cliente|Personal,Nicholas,Richards,296-769-2993,9797731677398,1981-01-09,337,9095435,True,663803,2011-01-15,Repartidor,242,7750.44,False
588,Persona,Rachel,Sharp,8702469011,6956864243820,1968-10-14,,,,,,,,,
589,Persona|Cliente|Personal,John,Evans,633-251-5268x9636,7978892335983,1971-01-12,338,4404501,True,349251,2019-03-15,Supervisor,243,9319.25,False
590,Persona,Jennifer,Nelson,403-983-1127x855,9870748219414,1987-02-14,,,,,,,,,
591,Persona|Personal,Robert,Allen,976-724-5462x00236,5377951867551,1971-11-01,,,,,2023-08-20,Gerente,244,14574.73,False
592,Persona|Cliente|Personal,Samantha,Harris,656-839-4572x1460,7050874654264,2003-04-23,339,9533866,True,415787,2024-04-14,Cajero,245,5314.04,True
593,Persona|Cliente,Tammie,Townsend,569-364-5351,7473298581129,1982-08-01,340,9284601,False,,,,,,
594,Persona|Cliente|Personal,Henry,Mcdowell,220-745-1981x3416,6869001699349,1994-04-15,341,1786119,False,,2017-05-01,Vendedor,246,9766.83,False
595,Persona|Cliente|Personal,Kelli,Rodriguez,(502)341-5474x10551,2814622748898,2001-07-07,342,2065011,True,988323,2011-06-08,Vendedor,247,9495.91,False
596,Persona|Cliente|Personal,David,Berry,001-345-565-9313x563,4089874819673,1989-03-27,343,6987421,False,,2024-11-26,Cajero,248,7414.05,True
597,Persona|Personal,James,Church,907-560-4607,5622534715530,1972-07-06,,,,,2023-10-28,Cajero,249,12988.93,True
598,Persona,Laurie,Rodriguez,+1-619-463-1369,6107977931050,2002-04-26,,,,,,,,,
599,Persona|Personal,Paul,Jenkins,(957)530-3549x70082,8192747869872,2001-04-30,,,,,2014-11-16,Vendedor,250,9284.67,True
600,Persona,Natalie,Baker,757-291-9423,7589524299836,1982-03-31,,,,,,,,,
601,Persona|Personal,Bonnie,Flores,321-771-5567,2088793398756,1992-04-27,,,,,2015-05-06,Gerente,251,7776.18,True
602,Persona,Stephen,Kelly,245-524-1805x45936,7790727381597,1997-07-21,,,,,,,,,
603,Persona|Cliente,James,Galloway,(307)957-4413x347,6682917838952,1960-06-01,344,7456972,False,,,,,,
604,Persona|Cliente,Daniel,Reed,+1-207-966-0566x32324,4354573600902,1979-05-18,345,5513337,False,,,,,,
605,Persona|Cliente|Personal,Benjamin,Gross,613.835.0137,3221164250825,1967-04-04,346,4992403,True,341881,2015-05-11,Gerente,252,13795.47,False
606,Persona,Nicholas,Howell,+1-313-786-4729,6654322774884,1982-04-05,,,,,,,,,
607,Persona|Cliente|Personal,Brittany,Guerrero,001-898-679-4229x3088,5677386191891,1968-10-02,347,7699666,True,587874,2014-05-03,Repartidor,253,7511.94,False
608,Persona|Cliente|Personal,Robert,Rivera,+1-267-823-8932,1349184702678,1975-04-15,348,7374093,False,,2016-05-20,Vendedor,254,7584.75,True
609,Persona|Personal,James,Howard,+1-471-484-7417x79451,8355203677333,1980-03-05,,,,,2014-12-07,Gerente,255,13106.93,True
610,Persona|Cliente,Jacob,Dougherty,+1-977-459-9523x44892,3655242756499,1973-03-10,349,9341094,True,956416,,,,,
611,Persona|Cliente|Personal,Kevin,Shaffer,001-315-223-4578x93458,8616770368305,1977-03-23,350,7401687,False,,2020-02-27,Gerente,256,3364.12,True
612,Persona|Cliente,Jason,Saunders,281-513-7091x426,4450575941944,1984-03-08,351,3731658,True,985805,,,,,
613,Persona|Cliente|Personal,Wendy,Rocha,851-884-2260x566,4388282594535,1984-06-14,352,2888654,False,,2019-07-25,Repartidor,257,12290.5,True
614,Persona,Christina,Moore,(713)237-2233,7484396736839,1995-10-31,,,,,,,,,
615,Persona|Cliente|Personal,Cheryl,Doyle,586-787-3101,2558569646745,2005-07-04,353,6602933,True,960465,2024-09-05,Cajero,258,3111.58,True
616,Persona|Cliente|Personal,Jennifer,Harper,573.377.5932x61969,5339355550289,1982-02-07,354,8239039,False,,2020-03-24,Gerente,259,12082.68,True
617,Persona|Cliente,Rebecca,Hickman,6954246124,6020671037596,1980-12-08,355,4404950,True,666596,,,,,
618,Persona,Robert,Hicks,001-400-642-0747x35327,4878833576895,1978-03-22,,,,,,,,,
619,Persona|Cliente|Personal,Stephen,Barnes,(707)333-0593,6707181987675,1968-02-25,356,3216489,True,241360,2015-09-02,Repartidor,260,14851.4,True
620,Persona|Cliente,Laura,Hall,503.511.8593x481,7353910807771,1990-04-07,357,3364333,False,,,,,,
621,Persona|Personal,Steven,Hayes,(488)262-5863x92434,5236007460132,2002-09-24,,,,,2015-11-24,Gerente,261,9740.5,True
622,Persona,Steven,Collins,001-465-373-5363x57568,9366638104714,1996-02-04,,,,,,,,,
623,Persona|Cliente|Personal,Patricia,Gomez,001-795-505-1252x80926,7886214317905,1991-01-19,358,8455012,False,,2019-01-17,Repartidor,262,6240.69,False
624,Persona,Jimmy,Roberts,(512)844-6107x392,6710410749407,2002-07-23,,,,,,,,,
625,Persona|Cliente|Personal,Grace,Smith,+1-538-294-9142x751,8144000832602,2004-04-26,359,7428004,False,,2011-10-25,Cajero,263,4249.2,False
626,Persona|Cliente,Lindsay,Mendez,754.435.6635,9387220864999,1997-06-19,360,3362292,False,,,,,,
627,Persona|Cliente,Linda,Krause,775-954-2797x210,1317512633857,1971-06-25,361,7994317,False,,,,,,
628,Persona,Joseph,Robertson,6979802067,6701762624260,1975-02-18,,,,,,,,,
629,Persona|Cliente,Andrea,Farrell,350-545-3474,7785199411344,1960-07-27,362,5507825,True,610889,,,,,
630,Persona|Cliente|Personal,Ralph,Mendez,776.266.6612,2267797246364,1992-09-25,363,6265613,True,136063,2012-06-06,Repartidor,264,3245.44,False
631,Persona|Cliente|Personal,Margaret,Aguilar,7655076667,8688689842427,1966-08-18,364,8488200,False,,2012-04-28,Gerente,265,9702.46,False
632,Persona|Cliente|Personal,Tracey,Brandt,8643087958,8671363558412,1977-07-24,365,4786524,False,,2021-04-12,Vendedor,266,8876.4,True
633,Persona,Angela,Schwartz,+1-225-807-1112,8241893224491,1995-02-21,,,,,,,,,
634,Persona,Michael,Gutierrez,820-996-6576,8581863895369,2004-08-01,,,,,,,,,
635,Persona|Cliente|Personal,Rebecca,Montgomery,+1-536-662-6865x58849,1564494220698,1962-01-12,366,3697914,True,736731,2010-10-08,Cajero,267,8579.05,True
636,Persona|Cliente,Kyle,Deleon,473.620.2068,1778547952121,2003-11-28,367,8477319,False,,,,,,
637,Persona|Personal,Melissa,Rhodes,5876466804,3597963119050,1982-03-10,,,,,2017-02-02,Vendedor,268,6126.18,True
638,Persona|Cliente,Troy,Hancock,(926)977-6320x07731,4611921026955,1980-12-26,368,8933281,True,304507,,,,,
639,Persona|Cliente|Personal,Wanda,Evans,388.562.9687x7807,4981266969705,2005-02-22,369,3350321,True,444545,2023-05-19,Gerente,269,7072.29,True
640,Persona,Alan,Russell,434.452.2741,1823399417540,1993-05-24,,,,,,,,,
641,Persona|Cliente|Personal,Kimberly,Martin,238-560-6780x666,7517807026689,1971-08-26,370,4415030,False,,2020-10-21,Supervisor,270,9945.93,False
642,Persona|Cliente,William,Meza,5084234465,7361831400256,1981-12-07,371,9542639,False,,,,,,
643,Persona|Cliente,Melvin,Cordova,(815)993-5891,5977840107719,1997-07-04,372,1513440,False,,,,,,
644,Persona|Cliente|Personal,David,Jones,+1-866-297-2313,3788265010674,2000-10-22,373,4181349,False,,2010-08-22,Vendedor,271,14355.06,False
645,Persona,Brian,Martinez,5723460908,6483735825515,1993-09-21,,,,,,,,,
646,Persona,Ashley,Jenkins,582-501-8899x82981,1064244471767,1979-11-18,,,,,,,,,
647,Persona|Cliente|Personal,Christian,Cook,+1-314-312-7286x469,3352689778728,1970-03-01,374,7338438,True,279274,2012-04-27,Vendedor,272,5886.24,True
648,Persona|Cliente,Brenda,Perez,(405)750-2368x48612,9484681094856,1969-01-15,375,7180291,True,415279,,,,,
649,Persona|Personal,Sarah,Barnes,561-445-2447x217,3453312094678,1977-03-08,,,,,2011-04-27,Cajero,273,12627.85,False
650,Persona|Cliente|Personal,Terri,Haas,(923)262-1096x77499,1436170964818,2000-04-19,376,4869962,True,380832,2022-11-24,Repartidor,274,3306.47,True
651,Persona,Matthew,Briggs,001-740-453-5065x369,2652935237793,2004-02-23,,,,,,,,,
652,Persona|Cliente|Personal,Julie,Hensley,638.647.2949x9394,1479576880969,1977-03-14,377,2324478,True,530094,2016-12-29,Cajero,275,13923.04,False
653,Persona|Personal,Laurie,Cook,330.728.4958,8814152763322,1987-12-11,,,,,2011-04-07,Gerente,276,5949.67,False
654,Persona|Personal,Kendra,Jenkins,(602)293-4219,7787508577555,1980-11-07,,,,,2013-06-06,Vendedor,277,7505.91,True
655,Persona|Cliente,Jeremy,Romero,(618)578-3431,8111649354854,1987-12-09,378,4275975,True,173051,,,,,
656,Persona|Cliente,Stephanie,Johnson,(825)353-3133,6890107948886,1981-05-05,379,3388784,False,,,,,,
657,Persona|Cliente,William,Fox,513-464-7100x2535,1986376469110,1980-11-23,380,2440469,True,891304,,,,,
658,Persona|Cliente,Michael,Simpson,001-245-883-2103x7143,6696303155148,2000-08-30,381,2141555,True,847445,,,,,
659,Persona|Cliente,Kristy,Brown,550.593.7525x20275,5985321318020,1975-06-26,382,7849210,True,194909,,,,,
660,Persona|Cliente|Personal,Joshua,Perry,001-825-931-5606,2489575774172,1989-06-26,383,7544005,False,,2011-03-07,Cajero,278,8634.38,True
661,Persona|Cliente,Jonathan,Dixon,687.726.3498x49646,8067103585023,1961-03-16,384,5352114,True,463687,,,,,
662,Persona,Brittany,Gilbert,951-540-0653,3427953434784,1991-12-09,,,,,,,,,
663,Persona,Sharon,Coleman,(496)612-8336,6169149650046,1975-05-24,,,,,,,,,
664,Persona|Cliente|Personal,Cody,Mckay,+1-264-404-5738,9929197697504,1966-03-06,385,3491822,False,,2013-11-14,Cajero,279,5433.24,False
665,Persona|Cliente|Personal,Lisa,Douglas,644-615-4970x612,3524889830998,1967-09-07,386,4016852,True,517838,2018-05-15,Supervisor,280,7698.99,False
666,Persona,Joseph,Singh,+1-564-298-0521x1912,8315397117133,1998-10-26,,,,,,,,,
667,Persona|Cliente,Leah,Richardson,750.452.9354,7603998721177,2003-03-12,387,8783339,False,,,,,,
668,Persona|Cliente|Personal,Sean,Patterson,+1-499-396-7665x3616,4888743287322,1961-01-23,388,6935235,False,,2013-03-04,Supervisor,281,8754.7,False
669,Persona|Cliente,Manuel,Liu,886-773-4660,5790689276589,1967-02-10,389,2620903,False,,,,,,
